user_id,age,country,course_type,course_category,course_price,time_spent_hours,assignments_completed,quiz_avg_score,login_frequency_per_week,device_type,last_login_days_ago,forum_posts,video_completion_percent,certificate_attempted,payment_type,course_completed
2125,23,UK,Classroom Training Live Session,Finance,958,66,8,10,3,Tablet,38,13,25,1,Corporate,0
2126,52,Canada,Classroom Training Live Session,Risk,361,131,0,63,1,Mobile,57,17,22,1,Individual,0
2127,34,Canada,Classroom Training Live Session,Accounting,261,44,11,26,3,Desktop,24,9,38,1,Individual,0
2128,20,Canada,Self-paced,Investment,470,22,3,7,5,Desktop,27,15,31,1,Individual,0
2129,22,Canada,Self-paced,Investment,192,5,9,16,6,Desktop,9,19,15,0,Corporate,0
2130,40,India,Self-paced,Accounting,476,156,13,44,3,Desktop,23,18,74,1,Corporate,1
2131,29,Australia,Classroom Training Live Session,Accounting,1106,82,12,11,2,Desktop,23,32,79,1,Corporate,0
2132,30,USA,Instructor-led Online,Accounting,555,102,2,63,1,Desktop,3,43,44,1,Individual,0
2133,36,Canada,Self-paced,Investment,939,144,9,17,3,Mobile,0,45,35,0,Corporate,0
2134,51,USA,Self-paced,Investment,1074,130,7,94,0,Desktop,52,24,50,1,Individual,1
2135,57,India,Classroom Training Live Session,Accounting,437,93,4,83,2,Mobile,48,47,89,1,Individual,1
2136,50,USA,Self-paced,Accounting,895,88,13,3,1,Mobile,45,48,10,0,Individual,0
2137,27,India,Self-paced,Investment,424,151,1,31,3,Desktop,59,27,59,1,Corporate,1
2138,33,Canada,Instructor-led Online,Accounting,357,23,7,92,5,Tablet,8,6,92,1,Individual,0
2139,23,USA,Instructor-led Online,Investment,183,74,8,11,0,Desktop,18,32,63,1,Corporate,0
2140,40,India,Classroom Training Live Session,Accounting,783,37,8,93,4,Desktop,15,45,1,0,Corporate,1
2141,36,USA,Classroom Training Live Session,Investment,355,139,13,46,0,Tablet,6,14,93,0,Individual,1
2142,47,USA,Self-paced,Investment,917,142,12,26,4,Desktop,35,33,20,1,Individual,1
2143,29,USA,Classroom Training Live Session,Investment,1160,120,4,18,5,Mobile,16,39,54,1,Corporate,0
2144,32,India,Self-paced,Investment,106,18,11,1,1,Mobile,20,6,90,1,Corporate,0
2145,27,USA,Classroom Training Physical,Finance,890,30,14,57,6,Desktop,18,18,86,0,Individual,0
2146,49,Canada,Instructor-led Online,Investment,723,141,13,66,3,Mobile,54,30,40,1,Corporate,1
2147,31,USA,Classroom Training Live Session,Finance,390,178,8,95,2,Tablet,9,24,44,0,Individual,1
2148,24,Australia,Instructor-led Online,Risk,694,20,1,88,4,Mobile,54,26,88,0,Individual,0
2149,34,Canada,Classroom Training Live Session,Finance,1085,137,1,78,2,Mobile,50,37,77,0,Individual,0
2150,35,,,,677,96,0,64,0,,35,36,57,1,,0
2151,27,India,Self-paced,Finance,455,90,9,76,0,Tablet,34,10,75,0,Individual,1
2152,22,Australia,Instructor-led Online,Risk,556,27,12,56,3,Mobile,41,27,76,1,Corporate,0
2153,43,Australia,Self-paced,Risk,1088,29,5,72,1,Tablet,37,30,38,0,Individual,0
2154,46,UK,Classroom Training Live Session,Finance,663,162,8,34,5,Mobile,13,46,48,0,Individual,1
2155,45,USA,Instructor-led Online,Investment,1149,166,7,24,2,Desktop,4,6,22,0,Individual,1
2156,45,Australia,Classroom Training Live Session,Investment,734,97,3,74,6,Mobile,25,32,80,0,Corporate,1
2157,42,Australia,Self-paced,Investment,999,12,9,94,2,Mobile,43,35,21,0,Corporate,0
2158,45,Canada,Instructor-led Online,Investment,457,43,11,45,3,Mobile,37,44,24,0,Individual,0
2159,19,USA,Classroom Training Live Session,Finance,953,62,13,76,6,Tablet,30,34,34,1,Individual,1
2160,24,Australia,Instructor-led Online,Finance,512,8,5,6,2,Mobile,38,22,99,1,Corporate,0
2161,59,Australia,Classroom Training Live Session,Risk,744,22,11,21,5,Desktop,28,42,41,1,Individual,0
2162,27,Australia,Self-paced,Investment,953,112,3,5,0,Mobile,30,38,49,1,Corporate,0
2163,41,Australia,Classroom Training Live Session,Investment,150,23,8,94,5,Mobile,22,9,72,0,Individual,0
2164,58,USA,Classroom Training Live Session,Finance,456,168,1,35,6,Desktop,0,46,51,1,Individual,1
2165,45,,,,471,56,14,2,1,,36,30,96,1,,0
2166,20,Canada,Classroom Training Live Session,Risk,467,154,13,11,3,Desktop,15,7,48,0,Corporate,1
2167,53,Australia,Instructor-led Online,Investment,173,143,6,61,1,Desktop,36,40,60,0,Individual,1
2168,19,UK,Self-paced,Risk,522,133,8,14,2,Mobile,35,37,81,0,Individual,0
2169,51,UK,Instructor-led Online,Risk,798,143,1,12,4,Mobile,47,35,48,1,Corporate,0
2170,23,USA,Classroom Training Physical,Finance,679,14,13,83,5,Desktop,36,3,73,1,Corporate,0
2171,27,Australia,Self-paced,Investment,199,129,5,90,4,Tablet,9,19,21,1,Corporate,1
2172,26,Australia,Self-paced,Investment,438,104,10,50,4,Desktop,46,48,58,1,Individual,1
2173,51,Australia,Instructor-led Online,Finance,709,178,11,46,4,Mobile,19,5,49,1,Individual,1
2174,29,,,,869,144,0,3,6,,51,46,98,0,,0
2175,48,Australia,Classroom Training Live Session,Investment,5000,500,8,32,3,Desktop,43,300,55,1,Corporate,0
2176,31,USA,Classroom Training Physical,Investment,512,125,14,16,2,Desktop,8,26,48,0,Individual,1
2177,21,Canada,Classroom Training Live Session,Finance,1014,37,9,3,4,Tablet,31,44,11,0,Corporate,0
2178,49,USA,Self-paced,Finance,684,127,2,45,5,Desktop,29,31,59,1,Individual,1
2179,31,USA,Instructor-led Online,Risk,719,102,9,90,4,Mobile,15,45,6,1,Individual,1
2180,33,USA,Classroom Training Live Session,Risk,460,122,13,88,5,Desktop,55,6,11,0,Individual,1
2181,54,UK,Self-paced,Risk,333,80,7,76,5,Tablet,19,17,5,1,Corporate,0
2182,21,Canada,Instructor-led Online,Risk,1038,84,1,99,6,Mobile,14,31,85,1,Corporate,0
2183,22,Australia,Instructor-led Online,Accounting,533,99,1,88,5,Desktop,15,10,48,0,Individual,0
2184,46,Australia,Self-paced,Risk,665,3,5,86,5,Desktop,17,29,37,1,Individual,0
2185,18,,,,908,116,11,89,0,,55,49,11,1,,1
2186,50,USA,Instructor-led Online,Accounting,1071,103,3,20,3,Desktop,46,30,0,1,Corporate,0
2187,59,India,Classroom Training Live Session,Risk,1178,56,6,75,6,Tablet,8,34,3,0,Corporate,1
2188,45,Canada,Classroom Training Live Session,Investment,909,118,4,4,4,Mobile,54,27,40,0,Individual,0
2189,55,Australia,Classroom Training Live Session,Accounting,665,104,13,33,4,Mobile,41,13,81,0,Corporate,1
2190,54,India,Instructor-led Online,Risk,333,145,11,74,4,Tablet,3,38,93,1,Individual,1
2191,22,Canada,Classroom Training Live Session,Finance,419,19,4,7,6,Mobile,36,26,81,1,Individual,0
2192,34,India,Classroom Training Live Session,Investment,838,17,12,37,3,Mobile,5,47,48,0,Individual,0
2193,46,Canada,Instructor-led Online,Risk,938,107,8,79,4,Tablet,20,3,68,0,Individual,1
2194,32,Canada,Instructor-led Online,Investment,796,5,6,85,0,Tablet,31,7,40,1,Individual,0
2195,57,USA,Classroom Training Live Session,Risk,847,38,9,36,6,Tablet,54,24,53,1,Individual,0
2196,55,USA,Classroom Training Live Session,Investment,650,143,6,65,4,Tablet,5,19,26,0,Individual,1
2197,30,USA,Classroom Training Physical,Investment,973,64,8,85,3,Mobile,16,39,74,0,Individual,0
2198,33,Australia,Classroom Training Live Session,Investment,651,96,3,7,0,Mobile,16,40,76,0,Corporate,0
2199,54,UK,Classroom Training Live Session,Risk,494,35,12,7,0,Tablet,11,47,78,0,Individual,0
2200,41,,,,561,11,2,80,2,,26,43,66,0,,0
2201,37,India,Classroom Training Live Session,Finance,939,130,9,82,1,Mobile,4,42,27,1,Individual,1
2202,22,India,Self-paced,Risk,721,73,3,89,4,Tablet,40,3,52,1,Corporate,0
2203,39,UK,Instructor-led Online,Investment,426,175,5,30,0,Tablet,49,6,82,1,Corporate,1
2204,19,UK,Instructor-led Online,Accounting,862,127,10,68,6,Desktop,34,0,98,0,Corporate,0
2205,46,Canada,Self-paced,Risk,302,146,11,3,2,Desktop,57,17,78,0,Individual,0
2206,47,USA,Classroom Training Physical,Risk,1035,44,14,58,2,Tablet,24,6,52,1,Individual,0
2207,53,Canada,Instructor-led Online,Risk,517,1,9,91,6,Tablet,20,14,22,0,Individual,1
2208,53,India,Classroom Training Live Session,Accounting,236,146,0,71,1,Desktop,4,43,28,1,Corporate,0
2209,57,Canada,Classroom Training Live Session,Finance,791,31,9,26,0,Tablet,33,30,47,0,Corporate,0
2210,51,Canada,Self-paced,Finance,939,175,7,20,0,Tablet,21,20,27,0,Individual,0
2211,24,USA,Self-paced,Investment,886,27,1,12,2,Mobile,37,20,33,0,Individual,0
2212,40,UK,Instructor-led Online,Finance,476,156,10,31,6,Desktop,13,23,92,1,Individual,1
2213,44,India,Classroom Training Live Session,Finance,102,94,10,99,6,Desktop,45,46,73,1,Corporate,1
2214,25,Australia,Instructor-led Online,Investment,948,169,12,77,4,Mobile,56,25,47,0,Corporate,1
2215,19,Canada,Classroom Training Live Session,Accounting,885,29,10,1,5,Tablet,33,45,38,0,Corporate,0
2216,34,,,,698,22,1,48,3,,3,35,21,0,,0
2217,58,USA,Self-paced,Investment,525,55,8,34,0,Desktop,8,12,69,1,Corporate,0
2218,28,Canada,Instructor-led Online,Accounting,416,122,2,68,0,Tablet,10,11,42,0,Individual,0
2219,19,Canada,Classroom Training Live Session,Accounting,1003,150,2,76,4,Mobile,27,32,28,0,Corporate,1
2220,28,India,Classroom Training Live Session,Risk,336,83,9,36,5,Mobile,18,36,20,1,Corporate,0
2221,29,USA,Self-paced,Investment,182,175,0,93,6,Tablet,48,12,58,0,Corporate,1
2222,31,Australia,Self-paced,Investment,1115,32,2,86,4,Desktop,47,13,79,1,Individual,0
2223,28,Canada,Self-paced,Investment,608,68,12,89,5,Mobile,35,32,63,1,Corporate,1
2224,19,India,Self-paced,Accounting,454,21,7,41,5,Desktop,8,40,93,1,Individual,0
2225,37,Australia,Instructor-led Online,Finance,890,85,14,95,0,Tablet,12,22,7,1,Corporate,1
2226,46,India,Instructor-led Online,Accounting,260,95,13,60,0,Desktop,37,46,94,1,Corporate,1
2227,31,UK,Instructor-led Online,Risk,1191,30,11,52,0,Desktop,13,22,47,1,Corporate,0
2228,21,India,Classroom Training Live Session,Investment,457,13,4,32,3,Tablet,31,47,4,0,Corporate,0
2229,43,India,Self-paced,Risk,379,117,1,33,3,Tablet,29,41,19,0,Corporate,0
2230,59,Canada,Classroom Training Live Session,Investment,636,41,8,2,3,Tablet,45,18,73,0,Individual,0
2231,32,USA,Instructor-led Online,Investment,861,39,5,78,5,Tablet,51,21,2,0,Individual,0
2232,48,Australia,Classroom Training Live Session,Finance,838,45,8,21,2,Desktop,36,9,20,0,Individual,0
2233,53,USA,Instructor-led Online,Investment,678,77,8,29,6,Tablet,29,28,71,1,Individual,0
2234,46,,,,228,162,11,95,4,,36,34,58,1,,1
2235,23,USA,Classroom Training Physical,Finance,1063,38,0,40,6,Mobile,40,44,86,0,Corporate,0
2236,38,Australia,Instructor-led Online,Risk,1184,6,3,60,5,Mobile,40,22,78,1,Individual,0
2237,28,Canada,Instructor-led Online,Accounting,165,144,2,30,2,Tablet,42,43,3,1,Corporate,0
2238,33,Canada,Classroom Training Live Session,Risk,552,158,0,68,5,Desktop,10,33,55,0,Corporate,1
2239,19,USA,Classroom Training Physical,Risk,907,143,3,52,5,Tablet,2,48,66,0,Individual,1
2240,56,India,Instructor-led Online,Finance,1064,130,13,16,4,Mobile,41,3,72,1,Individual,1
2241,29,UK,Classroom Training Live Session,Investment,405,61,11,72,2,Mobile,33,18,77,0,Individual,1
2242,43,Canada,Classroom Training Live Session,Accounting,884,65,11,20,5,Tablet,48,42,21,0,Corporate,0
2243,38,Canada,Classroom Training Live Session,Investment,1196,91,13,75,1,Desktop,34,14,43,1,Individual,0
2244,57,USA,Self-paced,Risk,1153,26,4,30,4,Mobile,16,16,97,1,Corporate,0
2245,21,India,Instructor-led Online,Finance,222,38,12,14,2,Desktop,2,30,51,0,Individual,0
2246,40,,,,440,85,0,53,4,,10,9,89,0,,0
2247,40,UK,Instructor-led Online,Accounting,392,92,11,57,4,Tablet,23,27,36,0,Individual,0
2248,36,India,Instructor-led Online,Investment,242,1,10,27,1,Tablet,31,27,8,1,Individual,0
2249,58,Canada,Instructor-led Online,Risk,138,25,11,85,1,Tablet,33,19,99,0,Individual,0
2250,49,Australia,Self-paced,Accounting,1175,48,7,2,5,Tablet,8,39,22,0,Individual,0
2251,47,Australia,Self-paced,Finance,437,95,5,77,1,Tablet,16,18,94,0,Individual,1
2252,46,Canada,Self-paced,Investment,523,144,0,88,5,Mobile,33,1,43,0,Corporate,1
2253,22,,,,1035,6,11,11,3,,55,41,21,0,,0
2254,20,Canada,Classroom Training Live Session,Investment,369,64,7,40,5,Tablet,1,9,74,0,Corporate,0
2255,43,USA,Instructor-led Online,Investment,585,28,1,65,3,Mobile,22,22,76,0,Individual,0
2256,54,USA,Classroom Training Physical,Finance,560,143,11,66,6,Tablet,49,2,71,0,Individual,1
2257,29,India,Instructor-led Online,Finance,1092,46,8,24,0,Tablet,14,41,89,1,Corporate,0
2258,55,UK,Instructor-led Online,Finance,379,19,13,48,3,Mobile,25,24,34,1,Corporate,0
2259,48,India,Self-paced,Investment,392,125,5,52,1,Mobile,18,13,35,0,Individual,1
2260,39,UK,Classroom Training Live Session,Accounting,311,112,0,3,5,Tablet,14,29,15,1,Corporate,0
2261,48,UK,Instructor-led Online,Investment,925,56,4,88,5,Tablet,9,49,96,0,Corporate,0
2262,47,Canada,Classroom Training Live Session,Investment,308,99,11,46,6,Tablet,47,27,19,0,Individual,1
2263,30,USA,Self-paced,Accounting,807,151,7,12,5,Desktop,59,29,24,0,Individual,1
2264,56,India,Instructor-led Online,Finance,720,61,8,48,0,Desktop,19,43,15,1,Individual,0
2265,21,India,Instructor-led Online,Investment,230,114,0,93,4,Desktop,17,39,10,1,Individual,0
2266,53,Canada,Instructor-led Online,Investment,736,172,7,91,4,Mobile,34,43,17,0,Individual,1
2267,25,,,,614,165,14,92,0,,22,39,84,0,,1
2268,56,Australia,Instructor-led Online,Finance,480,105,4,7,3,Mobile,59,21,77,0,Individual,0
2269,39,UK,Instructor-led Online,Finance,226,93,6,43,5,Mobile,57,7,77,0,Individual,0
2270,23,Australia,Self-paced,Finance,1143,164,1,69,1,Tablet,6,19,63,0,Corporate,1
2271,22,USA,Classroom Training Live Session,Finance,437,63,0,24,0,Desktop,14,4,16,0,Individual,0
2272,34,UK,Classroom Training Live Session,Finance,1188,37,6,75,1,Desktop,0,19,30,1,Corporate,0
2273,18,Canada,Classroom Training Live Session,Accounting,612,131,4,75,5,Mobile,12,12,81,1,Corporate,1
2274,42,USA,Classroom Training Physical,Risk,893,132,5,34,0,Tablet,35,24,19,0,Corporate,0
2275,52,Canada,Self-paced,Accounting,1185,129,10,67,2,Desktop,0,47,18,0,Corporate,1
2276,19,Australia,Classroom Training Live Session,Accounting,1059,149,0,18,2,Mobile,28,27,33,0,Corporate,1
2277,38,USA,Classroom Training Live Session,Accounting,1021,36,2,22,0,Tablet,41,11,43,1,Individual,0
2278,54,UK,Classroom Training Live Session,Investment,919,75,11,61,1,Desktop,24,28,91,1,Individual,0
2279,50,UK,Self-paced,Investment,1076,100,3,72,5,Tablet,53,1,17,0,Corporate,0
2280,52,UK,Self-paced,Investment,607,114,3,83,2,Mobile,15,37,84,0,Corporate,0
2281,41,Canada,Classroom Training Live Session,Finance,1088,109,3,38,3,Desktop,52,3,93,0,Corporate,0
2282,20,UK,Instructor-led Online,Risk,1175,34,13,20,2,Desktop,40,28,5,1,Corporate,0
2283,54,India,Classroom Training Live Session,Investment,1083,1,11,23,4,Desktop,11,20,2,0,Individual,0
2284,32,Australia,Instructor-led Online,Risk,841,139,11,31,2,Tablet,26,48,92,0,Individual,1
2285,46,UK,Self-paced,Risk,696,35,4,47,1,Tablet,38,24,23,1,Individual,0
2286,59,Australia,Instructor-led Online,Investment,543,105,12,40,3,Mobile,38,25,74,1,Individual,1
2287,33,India,Instructor-led Online,Risk,455,145,0,84,6,Mobile,30,44,34,0,Individual,1
2288,18,USA,Classroom Training Live Session,Investment,660,41,3,70,4,Desktop,15,38,44,1,Individual,0
2289,36,USA,Instructor-led Online,Accounting,581,67,6,88,3,Tablet,48,14,82,0,Individual,0
2290,22,Australia,Instructor-led Online,Risk,128,69,14,21,4,Desktop,51,48,46,1,Individual,0
2291,37,Canada,Instructor-led Online,Accounting,725,6,5,8,0,Mobile,34,5,48,1,Corporate,0
2292,35,USA,Classroom Training Physical,Accounting,1085,14,7,36,0,Desktop,25,49,35,1,Individual,0
2293,24,India,Self-paced,Risk,982,28,5,19,0,Mobile,17,23,96,0,Individual,0
2294,36,Australia,Classroom Training Live Session,Investment,717,141,9,61,5,Desktop,8,10,66,1,Corporate,1
2295,56,UK,Self-paced,Investment,113,155,4,59,2,Mobile,54,44,92,1,Individual,0
2296,48,USA,Classroom Training Live Session,Accounting,502,95,6,19,3,Tablet,31,21,57,1,Corporate,0
2297,55,Australia,Self-paced,Risk,642,26,4,56,3,Tablet,1,20,59,0,Individual,0
2298,56,Canada,Instructor-led Online,Investment,648,111,8,20,1,Desktop,15,47,41,0,Individual,1
2299,41,UK,Instructor-led Online,Risk,700,135,8,37,6,Tablet,38,34,77,1,Individual,1
2300,37,UK,Classroom Training Live Session,Finance,455,26,4,58,4,Mobile,29,16,69,1,Individual,0
2301,32,Australia,Self-paced,Finance,1008,176,1,29,2,Tablet,1,43,11,1,Corporate,0
2302,19,Canada,Self-paced,Finance,1053,28,3,93,3,Tablet,6,21,89,0,Individual,0
2303,50,,,,553,124,0,78,6,,1,17,26,0,,1
2304,36,Australia,Self-paced,Finance,869,17,10,75,2,Mobile,13,14,50,1,Individual,0
2305,53,India,Self-paced,Risk,941,17,13,88,4,Tablet,32,10,12,0,Individual,0
2306,38,USA,Classroom Training Physical,Investment,5000,500,0,85,0,Desktop,46,300,9,0,Corporate,0
2307,37,Australia,Self-paced,Investment,697,157,10,62,6,Tablet,22,29,56,1,Individual,1
2308,54,UK,Instructor-led Online,Finance,461,101,11,7,3,Desktop,34,31,49,0,Corporate,0
2309,34,India,Classroom Training Live Session,Accounting,788,130,7,69,0,Mobile,4,38,8,1,Individual,1
2310,46,USA,Self-paced,Investment,562,100,2,22,1,Desktop,45,8,29,0,Corporate,0
2311,20,UK,Classroom Training Live Session,Accounting,677,155,6,95,6,Tablet,39,17,26,0,Individual,1
2312,24,UK,Instructor-led Online,Risk,668,130,5,4,5,Desktop,35,3,87,0,Individual,0
2313,50,Australia,Instructor-led Online,Investment,326,30,11,52,2,Mobile,6,41,34,0,Corporate,0
2314,26,India,Self-paced,Investment,921,29,9,26,2,Mobile,41,36,60,1,Individual,0
2315,25,Australia,Self-paced,Accounting,566,145,9,96,4,Tablet,41,11,65,1,Corporate,1
2316,18,Australia,Self-paced,Finance,279,61,9,14,5,Mobile,0,25,20,0,Corporate,0
2317,49,Australia,Classroom Training Live Session,Accounting,736,152,12,74,6,Desktop,41,40,2,0,Corporate,1
2318,42,Canada,Instructor-led Online,Accounting,1106,121,2,36,3,Mobile,23,37,25,1,Individual,0
2319,45,Australia,Self-paced,Risk,520,16,3,4,4,Tablet,22,5,35,0,Individual,0
2320,33,USA,Instructor-led Online,Risk,453,107,9,36,4,Mobile,31,31,27,0,Individual,0
2321,55,UK,Instructor-led Online,Investment,789,88,14,46,2,Tablet,13,38,13,0,Individual,0
2322,53,Australia,Self-paced,Finance,1116,1,12,81,1,Tablet,17,48,57,1,Individual,0
2323,30,Australia,Classroom Training Live Session,Investment,1111,46,10,12,0,Tablet,0,4,31,0,Individual,0
2324,40,Australia,Instructor-led Online,Investment,570,69,14,43,6,Desktop,12,42,29,1,Individual,1
2325,33,USA,Instructor-led Online,Finance,699,45,11,45,4,Mobile,40,45,0,0,Corporate,0
2326,26,Canada,Instructor-led Online,Risk,969,99,0,57,5,Mobile,34,45,83,1,Corporate,1
2327,30,India,Classroom Training Live Session,Accounting,471,160,3,18,5,Mobile,56,10,25,1,Individual,0
2328,35,UK,Self-paced,Finance,360,112,7,77,2,Desktop,2,5,75,1,Corporate,1
2329,56,UK,Self-paced,Risk,509,65,0,52,0,Mobile,51,7,60,0,Individual,0
2330,37,UK,Self-paced,Accounting,856,173,5,76,6,Tablet,17,29,62,0,Corporate,1
2331,18,UK,Classroom Training Live Session,Investment,233,37,12,74,3,Tablet,12,10,58,1,Individual,0
2332,30,USA,Classroom Training Live Session,Accounting,772,13,5,57,3,Mobile,58,49,23,1,Corporate,0
2333,54,Australia,Classroom Training Live Session,Accounting,190,121,14,85,3,Mobile,42,2,21,1,Corporate,1
2334,30,Australia,Instructor-led Online,Accounting,482,177,8,84,0,Desktop,39,6,45,1,Corporate,1
2335,31,Australia,Self-paced,Accounting,324,9,1,12,2,Mobile,22,24,53,1,Corporate,0
2336,58,UK,Self-paced,Risk,608,86,0,41,4,Mobile,17,13,91,0,Corporate,0
2337,36,Australia,Classroom Training Live Session,Finance,438,47,3,95,6,Mobile,10,22,58,0,Corporate,0
2338,24,India,Classroom Training Live Session,Finance,895,1,13,62,0,Tablet,36,21,47,1,Individual,0
2339,50,UK,Self-paced,Finance,237,99,12,69,2,Desktop,34,15,71,0,Individual,1
2340,48,Australia,Instructor-led Online,Accounting,968,83,4,83,3,Desktop,56,6,96,0,Corporate,0
2341,24,India,Classroom Training Live Session,Investment,117,54,14,28,2,Mobile,3,12,31,0,Individual,0
2342,25,India,Instructor-led Online,Finance,721,30,12,8,4,Desktop,37,21,30,0,Corporate,0
2343,26,India,Classroom Training Live Session,Accounting,1039,168,7,40,0,Desktop,19,16,91,1,Corporate,0
2344,18,USA,Self-paced,Finance,1083,6,6,8,4,Mobile,15,33,34,0,Corporate,0
2345,59,,,,402,46,6,3,1,,10,39,54,0,,0
2346,49,Canada,Instructor-led Online,Risk,983,133,7,17,4,Mobile,14,2,45,1,Individual,0
2347,37,Australia,Instructor-led Online,Risk,332,113,2,24,3,Desktop,21,2,82,0,Individual,0
2348,24,Australia,Instructor-led Online,Finance,649,127,7,97,2,Mobile,25,27,27,1,Corporate,1
2349,55,UK,Classroom Training Live Session,Finance,303,95,14,4,3,Mobile,28,42,99,1,Corporate,1
2350,24,Canada,Classroom Training Live Session,Risk,1057,45,4,24,0,Tablet,27,8,11,1,Individual,0
2351,27,India,Classroom Training Live Session,Accounting,308,51,7,47,5,Desktop,23,26,78,1,Individual,0
2352,26,India,Self-paced,Accounting,611,87,0,18,4,Desktop,31,48,21,1,Individual,0
2353,37,Australia,Classroom Training Live Session,Investment,574,160,13,90,1,Desktop,44,22,87,1,Individual,1
2354,47,UK,Instructor-led Online,Risk,906,86,8,30,0,Mobile,40,40,92,1,Individual,0
2355,36,Canada,Instructor-led Online,Risk,466,114,7,24,5,Mobile,37,34,89,0,Corporate,1
2356,37,Australia,Instructor-led Online,Investment,905,101,5,35,5,Mobile,34,48,36,1,Individual,0
2357,37,Australia,Classroom Training Live Session,Accounting,543,164,10,76,2,Tablet,22,30,36,1,Individual,1
2358,46,UK,Classroom Training Live Session,Risk,678,128,14,15,4,Desktop,19,43,96,1,Corporate,1
2359,28,India,Self-paced,Accounting,511,143,5,49,4,Tablet,34,46,23,1,Individual,1
2360,35,India,Self-paced,Accounting,125,157,7,43,1,Mobile,32,39,4,0,Individual,0
2361,34,Canada,Instructor-led Online,Finance,124,34,11,18,1,Desktop,29,36,0,1,Individual,0
2362,32,USA,Classroom Training Physical,Accounting,210,48,11,67,2,Mobile,56,39,5,1,Corporate,0
2363,22,UK,Instructor-led Online,Finance,559,139,9,98,0,Tablet,19,31,10,0,Corporate,1
2364,30,UK,Self-paced,Accounting,864,49,2,6,2,Mobile,36,24,22,0,Individual,0
2365,49,USA,Instructor-led Online,Accounting,322,13,9,4,6,Desktop,0,9,90,1,Corporate,0
2366,36,Canada,Self-paced,Investment,404,31,4,73,4,Mobile,19,2,34,1,Individual,0
2367,35,Canada,Classroom Training Live Session,Accounting,1097,67,4,66,2,Desktop,2,16,38,1,Individual,0
2368,22,UK,Self-paced,Finance,1009,91,0,63,3,Mobile,39,34,84,0,Individual,0
2369,41,USA,Classroom Training Live Session,Investment,462,50,12,57,0,Tablet,38,9,1,0,Corporate,0
2370,40,Australia,Classroom Training Live Session,Accounting,332,64,0,31,0,Tablet,36,5,29,1,Individual,0
2371,35,UK,Classroom Training Live Session,Investment,346,60,3,56,5,Tablet,10,23,85,0,Corporate,0
2372,27,USA,Classroom Training Live Session,Investment,391,54,0,99,5,Tablet,28,21,74,1,Corporate,0
2373,59,Australia,Self-paced,Investment,1009,18,5,33,0,Mobile,22,31,66,0,Individual,0
2374,39,UK,Self-paced,Risk,944,125,9,28,6,Mobile,54,9,76,0,Corporate,1
2375,19,USA,Classroom Training Physical,Finance,975,90,6,37,4,Tablet,4,24,72,1,Corporate,0
2376,52,Australia,Self-paced,Risk,227,20,4,38,6,Tablet,9,39,16,0,Individual,0
2377,49,Canada,Instructor-led Online,Risk,1072,56,8,68,5,Tablet,21,31,46,1,Individual,0
2378,54,Australia,Classroom Training Live Session,Risk,169,154,5,14,4,Desktop,27,8,20,1,Corporate,1
2379,21,Canada,Classroom Training Live Session,Risk,873,80,7,91,5,Mobile,0,18,49,0,Individual,0
2380,24,Canada,Classroom Training Live Session,Risk,555,131,0,20,3,Tablet,29,31,74,1,Corporate,0
2381,26,USA,Self-paced,Risk,1035,104,12,66,3,Tablet,52,3,22,0,Individual,1
2382,30,UK,Instructor-led Online,Risk,776,157,13,28,0,Tablet,50,49,27,1,Individual,1
2383,42,Australia,Self-paced,Finance,1140,97,6,8,2,Mobile,3,8,78,1,Corporate,0
2384,39,Australia,Classroom Training Live Session,Finance,1058,119,8,52,3,Desktop,34,8,50,1,Corporate,1
2385,27,USA,Classroom Training Physical,Finance,982,54,14,14,2,Desktop,47,41,46,1,Corporate,0
2386,39,Australia,Classroom Training Live Session,Investment,355,82,4,64,2,Desktop,20,12,54,1,Individual,0
2387,19,UK,Self-paced,Accounting,152,139,14,72,3,Desktop,58,35,91,0,Individual,1
2388,38,UK,Self-paced,Finance,289,44,11,43,2,Desktop,41,22,72,0,Individual,1
2389,33,Canada,Self-paced,Finance,373,38,2,19,2,Mobile,16,13,29,1,Individual,0
2390,19,UK,Instructor-led Online,Risk,920,72,13,33,4,Desktop,7,6,12,1,Corporate,1
2391,32,UK,Self-paced,Accounting,613,118,4,82,0,Tablet,49,32,0,1,Individual,1
2392,23,Canada,Instructor-led Online,Investment,655,175,12,75,5,Mobile,1,17,27,1,Corporate,1
2393,23,UK,Classroom Training Live Session,Accounting,748,148,12,93,4,Desktop,3,37,49,1,Individual,1
2394,59,UK,Classroom Training Live Session,Investment,1020,159,14,11,6,Mobile,52,25,60,1,Corporate,1
2395,39,Canada,Classroom Training Live Session,Investment,120,163,6,81,2,Tablet,46,1,95,0,Individual,1
2396,41,Canada,Classroom Training Live Session,Investment,901,41,7,10,1,Mobile,29,42,81,1,Individual,0
2397,26,Australia,Self-paced,Finance,810,172,10,55,1,Tablet,15,37,10,0,Individual,1
2398,35,Australia,Self-paced,Finance,414,29,13,39,1,Desktop,44,44,52,1,Corporate,0
2399,29,India,Instructor-led Online,Finance,361,124,5,52,3,Mobile,8,4,73,0,Corporate,0
2400,54,Canada,Classroom Training Live Session,Risk,361,51,9,78,2,Desktop,31,13,98,0,Corporate,0
2401,30,Australia,Instructor-led Online,Finance,261,60,12,50,4,Desktop,31,11,51,0,Individual,0
